chr1	179793	183514
chr1	394752	396784
chr1	480164	481776
chr1	488517	492398
chr1	585415	590393
chr1	594713	596189
chr1	649736	651796
chr1	706550	707900
chr1	715039	717633
chr1	719637	720951
chr1	722951	724181
chr1	725592	727045
chr1	764476	766499
chr1	766527	768010
chr1	818587	819564
chr1	838927	841748
chr1	844418	846243
chr1	848893	850123
chr1	862313	865393
chr1	905260	906931
chr1	977108	979817
chr1	1010172	1012656
chr1	1013495	1015167
chr1	1078946	1084880
chr1	1088878	1095337
chr1	1105029	1107942
chr1	1108781	1113165
chr1	1125306	1126776
chr1	1127578	1128506
chr1	1153256	1154694
chr1	1162556	1169550
chr1	1169923	1174671
chr1	1208581	1209888
chr1	1213955	1216466
chr1	1246096	1247549
chr1	1442710	1444356
chr1	1514971	1518969
chr1	1522261	1524858
chr1	1550421	1556417
chr1	1684415	1685362
chr1	1687202	1690822
chr1	1691924	1693327
chr1	1692860	1695035
chr1	1708707	1709839
chr1	1807788	1809372
chr1	1812269	1814233
chr1	1865233	1866394
chr1	1946772	1949896
chr1	1964215	1965373
chr1	2087288	2088258
chr1	2097780	2098834
chr1	2101741	2104579
chr1	2162450	2166349
chr1	2200542	2201936
chr1	2205983	2207453
chr1	2237874	2239626
chr1	2239745	2242316
chr1	2249484	2252220
chr1	2284894	2287375
chr1	2286580	2288408
chr1	2469492	2470287
chr1	2575918	2578445
chr1	2598074	2602171
chr1	2633347	2635538
chr1	2635220	2637424
chr1	2639982	2641274
chr1	2655158	2658986
chr1	2679376	2682409
chr1	2715366	2725817
chr1	2756883	2759497
chr1	2773524	2775025
chr1	2798615	2799537
chr1	2913951	2915044
chr1	2915723	2916639
chr1	2952503	2953398
chr1	2965601	2966741
chr1	2968498	2972204
chr1	2975128	2977613
chr1	2986513	2988968
chr1	3034544	3037589
chr1	3192005	3194715
chr1	3268506	3271137
chr1	3299380	3303149
chr1	3474432	3476275
chr1	3650497	3652463
chr1	3925953	3927738
chr1	4029379	4030767
chr1	4031494	4032731
chr1	4037069	4038316
chr1	4073451	4076151
chr1	4079545	4081648
chr1	4090114	4091540
chr1	4094076	4095978
chr1	4133954	4135961
chr1	4185036	4186362
chr1	4196362	4197895
chr1	4204466	4205931
chr1	4209291	4210650
chr1	4304601	4307260
chr1	4341720	4344775
chr1	4351166	4353459
chr1	4371961	4374457
chr1	4375258	4376046
chr1	4376462	4377125
chr1	4377322	4379176
chr1	4392161	4395762
chr1	4414911	4418020
chr1	4418055	4421403
chr1	4421910	4423434
chr1	4427750	4430594
chr1	4431576	4432452
chr1	4450796	4452794
chr1	4457523	4460425
chr1	4474863	4479653
chr1	4482342	4484829
chr1	4489538	4491122
chr1	4499937	4508604
chr1	4509143	4511922
chr1	4527543	4528571
chr1	4554983	4558630
chr1	4559120	4560625
chr1	4573665	4576653
chr1	4604346	4606128
chr1	4638701	4641801
chr1	4677402	4679894
chr1	4692528	4694662
chr1	4722367	4725150
chr1	4749399	4750797
chr1	4758021	4759749
chr1	4767201	4770995
chr1	4777391	4779994
chr1	4780048	4786306
chr1	4787907	4791036
chr1	4802700	4807779
chr1	4807796	4808950
chr1	4821757	4823524
chr1	4827818	4829717
chr1	4926144	4926986
chr1	4927793	4929425
chr1	4946834	4949188
chr1	5089278	5093749
chr1	5093856	5096511
chr1	5185174	5186531
chr1	5253920	5256512
chr1	5257773	5259322
chr1	5263293	5265754
chr1	5265596	5270750
chr1	5271118	5274806
chr1	5275277	5276632
chr1	5291552	5306024
chr1	5310744	5318533
chr1	5319941	5322427
chr1	5329509	5332473
chr1	5335585	5338537
chr1	5357250	5358468
chr1	5367318	5368909
chr1	5379831	5382790
chr1	5382935	5386765
chr1	5392935	5394581
chr1	5410288	5413208
chr1	5415088	5416812
chr1	5440633	5443972
chr1	5446629	5448932
chr1	5458203	5461095
chr1	5461204	5462300
chr1	5475986	5478088
chr1	5480197	5483827
chr1	5601485	5603518
chr1	5623260	5628541
chr1	5638243	5641333
chr1	5658008	5659620
chr1	5666004	5670313
chr1	5934812	5939347
chr1	6440156	6441431
chr1	6457455	6458804
chr1	6459001	6460861
chr1	6584111	6586598
chr1	6611461	6612196
chr1	6691137	6693137
chr1	6717829	6719046
chr1	6743438	6744818
chr1	6766869	6769079
chr1	6826482	6828947
chr1	6875111	6879757
chr1	7187197	7188798
chr1	7211678	7215599
chr1	7224065	7226172
chr1	8991678	8994074
chr1	9203440	9205621
chr1	9241019	9242427
chr1	9358616	9361467
chr1	9363257	9364534
chr1	9368282	9370308
chr1	9407994	9409680
chr1	9464647	9466139
chr1	9466736	9469298
chr1	9503221	9504675
chr1	9508718	9509866
chr1	9519662	9521300
chr1	9520981	9522118
chr1	9542566	9544102
chr1	9553626	9555286
chr1	9574506	9576449
chr1	9597931	9602508
chr1	9609902	9611837
chr1	9619790	9624886
chr1	9633088	9637071
chr1	9645730	9647681
chr1	9725186	9727210
chr1	9786134	9787658
chr1	9811161	9813354
chr1	9813631	9814593
chr1	10263298	10265334
chr1	10329769	10332058
chr1	10607897	10609414
chr1	10706785	10709106
chr1	10801184	10803211
chr1	10812649	10813996
chr1	10814307	10817031
chr1	10819319	10821702
chr1	10826504	10829195
chr1	10873670	10874648
chr1	10981467	10983329
chr1	10989519	10991940
chr1	10998424	10999641
chr1	11000540	11001721
chr1	11009598	11012250
chr1	11031295	11034439
chr1	11035200	11036717
chr1	11040329	11059324
chr1	11070383	11071742
chr1	11074011	11076297
chr1	11097419	11100103
chr1	11110804	11113522
chr1	11123088	11126462
chr1	11144622	11148606
chr1	11161956	11163730
chr1	11198593	11203700
chr1	11203766	11204954
chr1	11208460	11212996
chr1	11227064	11235345
chr1	11238907	11244122
chr1	11246978	11248447
chr1	11287278	11292572
chr1	11292283	11294826
chr1	11337066	11341272
chr1	11342092	11343374
chr1	11366986	11368997
chr1	11369477	11371411
chr1	11373089	11375770
chr1	11379065	11380424
chr1	11395039	11401794
chr1	11420010	11425206
chr1	11431352	11436003
chr1	11441073	11451385
chr1	11472389	11474419
chr1	11482979	11485057
chr1	11537725	11539420
chr1	11539889	11541907
chr1	11545102	11547449
chr1	11652195	11654346
chr1	11666378	11668666
chr1	11725860	11729168
chr1	11737754	11739794
chr1	11742785	11744904
chr1	11752874	11754527
chr1	11765881	11768329
chr1	11808314	11809850
chr1	11841959	11848393
chr1	11860504	11861971
chr1	11908165	11912880
chr1	11914001	11919241
chr1	12233269	12235482
chr1	12284245	12298010
chr1	12298007	12305697
chr1	12307378	12308906
chr1	12314542	12315676
chr1	12344125	12345401
chr1	12345650	12347960
chr1	12348127	12351623
chr1	12393320	12394501
chr1	12399621	12401292
chr1	12430542	12433639
chr1	12483296	12486029
chr1	12487716	12494881
chr1	12495206	12500679
chr1	12507147	12508144
chr1	12508574	12512673
chr1	12516459	12521303
chr1	12524218	12526229
chr1	12547775	12550823
chr1	12552245	12556809
chr1	12577755	12579199
chr1	12607769	12610137
chr1	12610314	12612611
chr1	12636409	12637213
chr1	12636979	12638800
chr1	12709482	12711903
chr1	12773209	12774569
chr1	12794109	12796430
chr1	12891909	12893656
chr1	12975966	12977162
chr1	12983885	12984819
chr1	12984975	12986642
chr1	13023489	13025773
chr1	13086040	13087220
chr1	13118244	13120795
chr1	13131622	13133870
chr1	13141252	13142983
chr1	13143257	13144683
chr1	13144579	13146150
chr1	13257015	13258575
chr1	13278448	13280126
chr1	13299065	13302623
chr1	13368255	13371990
chr1	13376991	13379214
chr1	13391524	13395544
chr1	13402197	13405517
chr1	13485144	13486676
chr1	13491059	13493795
chr1	13521260	13523408
chr1	13538752	13541392
chr1	13560658	13562817
chr1	13563485	13566111
chr1	13566131	13567996
chr1	13579051	13584505
chr1	13594752	13597055
chr1	13601097	13602976
chr1	13622194	13623500
chr1	13720445	13721970
chr1	13777546	13779439
chr1	13785246	13786556
chr1	13853851	13855504
chr1	14118041	14121395
chr1	14122789	14128296
chr1	14152409	14155420
chr1	14169124	14171899
chr1	14182667	14184932
chr1	14207906	14210072
chr1	14224387	14226582
chr1	14236991	14239305
chr1	14264826	14267016
chr1	14311149	14314152
chr1	14363053	14364444
chr1	14374674	14376302
chr1	14389037	14392969
chr1	14517512	14519552
chr1	14575515	14576861
chr1	14638198	14646395
chr1	14664979	14666255
chr1	14760176	14761433
chr1	14776301	14778415
chr1	14832310	14834949
chr1	14883519	14885108
chr1	14901783	14907374
chr1	15015336	15017070
chr1	15032669	15035056
chr1	15037266	15039084
chr1	15041760	15043918
chr1	15091158	15094139
chr1	15095685	15098187
chr1	15099921	15102737
chr1	15130306	15133212
chr1	15148167	15149873
chr1	15151621	15153610
chr1	15238162	15239575
chr1	15242598	15247088
chr1	15253965	15255817
chr1	15255512	15258012
chr1	15258557	15261592
chr1	15262645	15264495
chr1	15270030	15271500
chr1	15273982	15275733
chr1	15279530	15292000
chr1	15290327	15302105
chr1	15320870	15323667
chr1	15341280	15344079
chr1	15370933	15374128
chr1	15429751	15431786
chr1	15460705	15462872
chr1	15518060	15520170
chr1	15522921	15525080
chr1	15549878	15553428
chr1	15564026	15566524
chr1	15568754	15571021
chr1	15592786	15595608
chr1	15625195	15627509
chr1	15640195	15643121
chr1	15647696	15649606
chr1	15675808	15677652
chr1	15706505	15707960
chr1	15714977	15720610
chr1	15720677	15730034
chr1	15730616	15744407
chr1	16246427	16250056
chr1	16252992	16255003
chr1	16337885	16339619
chr1	16385861	16389375
chr1	16420816	16422764
chr1	16780098	16781414
chr1	17556498	17557490
chr1	17575998	17578631
chr1	17638537	17640031
chr1	17670272	17672362
chr1	17774669	17776136
chr1	18012908	18014612
chr1	18041812	18044772
chr1	18061231	18065670
chr1	18076179	18082532
chr1	18085937	18094436
chr1	18128846	18132410
chr1	18133554	18134489
chr1	18139509	18140998
chr1	18141016	18143878
chr1	18147926	18150847
chr1	18275999	18279536
chr1	18306565	18309370
chr1	18309733	18311753
chr1	18343887	18346797
chr1	18347333	18349473
chr1	18372293	18373038
chr1	18373231	18375713
chr1	18398236	18403443
chr1	18467833	18469086
chr1	18469730	18471514
chr1	18519273	18522495
chr1	18522882	18524401
chr1	18527273	18529622
chr1	18567538	18570260
chr1	18626294	18632036
chr1	18640157	18646288
chr1	18685949	18689176
chr1	18727519	18729870
chr1	18729907	18731384
chr1	18743486	18744444
chr1	18777705	18779387
chr1	18874917	18876931
chr1	18920417	18922010
chr1	18925554	18926416
chr1	18927703	18928853
chr1	18933275	18934133
chr1	18943593	18945825
chr1	18946163	18947273
chr1	18948457	18951872
chr1	18954086	18954832
chr1	18955176	18958480
chr1	18958569	18960929
chr1	18980176	18989462
chr1	19040660	19042448
chr1	19147337	19150000
chr1	19158918	19162545
chr1	19168611	19169704
chr1	19178591	19183131
chr1	19186136	19188473
chr1	19235874	19237630
chr1	19275298	19276567
chr1	19343446	19344853
chr1	19422737	19425340
chr1	19426158	19427373
chr1	19433177	19435188
chr1	19442167	19444494
chr1	19530952	19533603
chr1	19584639	19585828
chr1	19638234	19640262
chr1	19655609	19657561
chr1	19677877	19681370
chr1	20065155	20068530
chr1	20074100	20075297
chr1	20076151	20077175
chr1	20145433	20147641
chr1	20156150	20157364
chr1	20168209	20171791
chr1	20181350	20183119
chr1	20189497	20192915
chr1	20199490	20201328
chr1	20208302	20214382
chr1	20218198	20222692
chr1	20222968	20226368
chr1	20240265	20241392
chr1	20259542	20262755
chr1	21025183	21027317
chr1	21108294	21110041
chr1	21124643	21127273
chr1	21515000	21518227
chr1	21518953	21520262
chr1	21545614	21551171
chr1	21559924	21561174
chr1	21570743	21575289
chr1	21588130	21589318
chr1	21593679	21597517
chr1	21599260	21601762
chr1	21661619	21665060
chr1	21665632	21667227
chr1	21696350	21699037
chr1	21733323	21736642
chr1	21777397	21779635
chr1	21865680	21869374
chr1	21904874	21906984
chr1	21915617	21924137
chr1	21930012	21939492
chr1	21963078	21967473
chr1	21980821	21982519
chr1	22040448	22042289
chr1	22046840	22048419
chr1	22083237	22085128
chr1	22086953	22090127
chr1	22094708	22097335
chr1	22108581	22111132
chr1	22115839	22117831
chr1	22139443	22143028
chr1	22245082	22247817
chr1	22296129	22297219
chr1	22456612	22458918
chr1	22473847	22476946
chr1	22476724	22479976
chr1	22529756	22531660
chr1	22649503	22651102
chr1	22811898	22813882
chr1	22853570	22856658
chr1	22867724	22869422
